# X	Y
0.000000000000000000e+00	0.000000000000000000e+00
3.125000000000000065e-04	0.000000000000000000e+00
6.250000000000000130e-04	0.000000000000000000e+00
9.374999999999999653e-04	0.000000000000000000e+00
1.250000000000000026e-03	0.000000000000000000e+00
1.562500000000000087e-03	0.000000000000000000e+00
1.874999999999999931e-03	0.000000000000000000e+00
2.187500000000000208e-03	0.000000000000000000e+00
2.500000000000000052e-03	0.000000000000000000e+00
2.812499999999999896e-03	0.000000000000000000e+00
3.125000000000000173e-03	0.000000000000000000e+00
3.437500000000000017e-03	0.000000000000000000e+00
3.749999999999999861e-03	0.000000000000000000e+00
4.062500000000000139e-03	0.000000000000000000e+00
4.375000000000000416e-03	0.000000000000000000e+00
4.687499999999999827e-03	0.000000000000000000e+00
5.000000000000000104e-03	0.000000000000000000e+00
0.000000000000000000e+00	3.125000000000000173e-03
3.125000000000000065e-04	3.125000000000000173e-03
6.250000000000000130e-04	3.125000000000000173e-03
9.374999999999999653e-04	3.125000000000000173e-03
1.250000000000000026e-03	3.125000000000000173e-03
1.562500000000000087e-03	3.125000000000000173e-03
1.874999999999999931e-03	3.125000000000000173e-03
2.187500000000000208e-03	3.125000000000000173e-03
2.500000000000000052e-03	3.125000000000000173e-03
2.812499999999999896e-03	3.125000000000000173e-03
3.125000000000000173e-03	3.125000000000000173e-03
3.437500000000000017e-03	3.125000000000000173e-03
3.749999999999999861e-03	3.125000000000000173e-03
4.062500000000000139e-03	3.125000000000000173e-03
4.375000000000000416e-03	3.125000000000000173e-03
4.687499999999999827e-03	3.125000000000000173e-03
5.000000000000000104e-03	3.125000000000000173e-03
0.000000000000000000e+00	6.250000000000000347e-03
3.125000000000000065e-04	6.250000000000000347e-03
6.250000000000000130e-04	6.250000000000000347e-03
9.374999999999999653e-04	6.250000000000000347e-03
1.250000000000000026e-03	6.250000000000000347e-03
1.562500000000000087e-03	6.250000000000000347e-03
1.874999999999999931e-03	6.250000000000000347e-03
2.187500000000000208e-03	6.250000000000000347e-03
2.500000000000000052e-03	6.250000000000000347e-03
2.812499999999999896e-03	6.250000000000000347e-03
3.125000000000000173e-03	6.250000000000000347e-03
3.437500000000000017e-03	6.250000000000000347e-03
3.749999999999999861e-03	6.250000000000000347e-03
4.062500000000000139e-03	6.250000000000000347e-03
4.375000000000000416e-03	6.250000000000000347e-03
4.687499999999999827e-03	6.250000000000000347e-03
5.000000000000000104e-03	6.250000000000000347e-03
0.000000000000000000e+00	9.375000000000001388e-03
3.125000000000000065e-04	9.375000000000001388e-03
6.250000000000000130e-04	9.375000000000001388e-03
9.374999999999999653e-04	9.375000000000001388e-03
1.250000000000000026e-03	9.375000000000001388e-03
1.562500000000000087e-03	9.375000000000001388e-03
1.874999999999999931e-03	9.375000000000001388e-03
2.187500000000000208e-03	9.375000000000001388e-03
2.500000000000000052e-03	9.375000000000001388e-03
2.812499999999999896e-03	9.375000000000001388e-03
3.125000000000000173e-03	9.375000000000001388e-03
3.437500000000000017e-03	9.375000000000001388e-03
3.749999999999999861e-03	9.375000000000001388e-03
4.062500000000000139e-03	9.375000000000001388e-03
4.375000000000000416e-03	9.375000000000001388e-03
4.687499999999999827e-03	9.375000000000001388e-03
5.000000000000000104e-03	9.375000000000001388e-03
0.000000000000000000e+00	1.250000000000000069e-02
3.125000000000000065e-04	1.250000000000000069e-02
6.250000000000000130e-04	1.250000000000000069e-02
9.374999999999999653e-04	1.250000000000000069e-02
1.250000000000000026e-03	1.250000000000000069e-02
1.562500000000000087e-03	1.250000000000000069e-02
1.874999999999999931e-03	1.250000000000000069e-02
