# Point1	Point2	Point3
5	2	6
6	2	3
4	2	5
1	2	4
4	5	8
8	7	4
11	10	7
11	7	8
13	10	14
10	11	14
5	6	9
8	5	9
12	14	11
15	14	12
12	11	8
8	9	12
